"V1","V2","V3","V4","Real_Time","V6","V7","V7.cor","Cond_mScm","seaPressure","practicalSalinity"
"e00fce680b66f0052c113d66","4/24/2025 13:06:06","c3po","cond",1745514362,25.64,0,262,0.262,0,0.122352867470681
"e00fce680b66f0052c113d66","4/24/2025 13:12:06","c3po","cond",1745514722,24.79,0,262,0.262,0,0.124537315228827
"e00fce680b66f0052c113d66","4/24/2025 13:18:06","c3po","cond",1745515082,24.58,0,262,0.262,0,0.125087407978104
"e00fce680b66f0052c113d66","4/24/2025 13:24:06","c3po","cond",1745515443,25.41,0,262,0.262,0,0.122937377076289
"e00fce680b66f0052c113d66","4/24/2025 13:30:06","c3po","cond",1745515803,25.08,0,262,0.262,0,0.12378450336937
"e00fce680b66f0052c113d66","4/24/2025 13:36:06","c3po","cond",1745516163,25.06,0,262,0.262,0,0.123836168688824
"e00fce680b66f0052c113d66","4/24/2025 13:42:10","c3po","cond",1745516522,24.92,0,262,0.262,0,0.124198872100548
"e00fce680b66f0052c113d66","4/24/2025 13:48:06","c3po","cond",1745516883,25.64,0,262,0.262,0,0.122352867470681
"e00fce680b66f0052c113d66","4/24/2025 13:54:06","c3po","cond",1745517243,25.88,0,262,0.262,0,0.121748055022649
"e00fce680b66f0052c113d66","4/24/2025 14:00:10","c3po","cond",1745517602,26.75,0,262,0.262,0,0.119598429580029
"e00fce680b66f0052c113d66","4/24/2025 14:06:06","c3po","cond",1745517963,25.84,0,262,0.262,0,0.121848497157278
"e00fce680b66f0052c113d66","4/24/2025 14:12:06","c3po","cond",1745518323,26.14,0,262,0.262,0,0.121098662363719
"e00fce680b66f0052c113d66","4/24/2025 14:18:10","c3po","cond",1745518682,26.39,0,262,0.262,0,0.120479886665837
"e00fce680b66f0052c113d66","4/24/2025 14:24:06","c3po","cond",1745519042,25.88,0,262,0.262,0,0.121748055022649
"e00fce680b66f0052c113d66","4/24/2025 14:30:06","c3po","cond",1745519402,26.11,0,262,0.262,0,0.121173285669607
"e00fce680b66f0052c113d66","4/24/2025 14:36:06","c3po","cond",1745519762,25.48,0,262,0.262,0,0.122758972117522
"e00fce680b66f0052c113d66","4/24/2025 14:42:06","c3po","cond",1745520123,25.31,0,262,0.262,0,0.123193020680282
"e00fce680b66f0052c113d66","4/24/2025 14:48:06","c3po","cond",1745520483,25.47,0,262,0.262,0,0.122784431104155
"e00fce680b66f0052c113d66","4/24/2025 14:54:10","c3po","cond",1745520842,25.26,0,262,0.262,0,0.12332118755598
"e00fce680b66f0052c113d66","4/24/2025 15:00:06","c3po","cond",1745521203,25.27,0,262,0.262,0,0.123295535735001
"e00fce680b66f0052c113d66","4/24/2025 15:06:06","c3po","cond",1745521563,25.29,0,262,0.262,0,0.123244259770799
"e00fce680b66f0052c113d66","4/24/2025 15:12:10","c3po","cond",1745521922,25.48,0,262,0.262,0,0.122758972117522
"e00fce680b66f0052c113d66","4/24/2025 15:18:11","c3po","cond",1745522282,25.06,0,262,0.262,0,0.123836168688824
"e00fce680b66f0052c113d66","4/24/2025 15:24:06","c3po","cond",1745522642,25.06,0,262,0.262,0,0.123836168688824
"e00fce680b66f0052c113d66","4/24/2025 15:30:06","c3po","cond",1745523002,25.03,0,262,0.262,0,0.123913736598702
"e00fce680b66f0052c113d66","4/24/2025 15:36:06","c3po","cond",1745523362,25.04,0,262,0.262,0,0.123887871298567
"e00fce680b66f0052c113d66","4/24/2025 15:42:06","c3po","cond",1745523723,24.46,0,262,0.262,0,0.125403633776856
"e00fce680b66f0052c113d66","4/24/2025 15:48:06","c3po","cond",1745524083,24.75,0,262,0.262,0,0.124641772292999
"e00fce680b66f0052c113d66","4/24/2025 15:54:06","c3po","cond",1745524443,24.62,0,262,0.262,0,0.124982305212061
"e00fce680b66f0052c113d66","4/24/2025 16:00:12","c3po","cond",1745524802,24.15,0,262,0.262,0,0.126226969804397
"e00fce680b66f0052c113d66","4/24/2025 16:06:11","c3po","cond",1745525162,23.93,0,262,0.262,0,0.126816948399245
"e00fce680b66f0052c113d66","4/24/2025 16:12:07","c3po","cond",1745525523,24.39,0,262,0.262,0,0.125588736791496
"e00fce680b66f0052c113d66","4/24/2025 16:18:06","c3po","cond",1745525882,24.56,0,262,0.262,0,0.125140016610817
"e00fce680b66f0052c113d66","4/24/2025 16:24:06","c3po","cond",1745526242,24.55,0,262,0.262,0,0.12516633525604
"e00fce680b66f0052c113d66","4/24/2025 16:30:09","c3po","cond",1745526603,24.53,0,262,0.262,0,0.125219001227745
"e00fce680b66f0052c113d66","4/24/2025 16:36:06","c3po","cond",1745526962,24.36,0,262,0.262,0,0.125668211077875
"e00fce680b66f0052c113d66","4/24/2025 16:42:06","c3po","cond",1745527322,24.38,0,262,0.262,0,0.125615218579422
"e00fce680b66f0052c113d66","4/24/2025 16:48:06","c3po","cond",1745527683,24.37,0,262,0.262,0,0.125641710006629
"e00fce680b66f0052c113d66","4/24/2025 16:54:06","c3po","cond",1745528043,24.12,0,262,0.262,0,0.126307142421495
"e00fce680b66f0052c113d66","4/24/2025 17:00:07","c3po","cond",1745528403,23.89,0,262,0.262,0,0.126924728243397
"e00fce680b66f0052c113d66","4/24/2025 17:06:10","c3po","cond",1745528762,24.26,0,262,0.262,0,0.125933753261282
"e00fce680b66f0052c113d66","4/24/2025 17:12:06","c3po","cond",1745529123,23.97,0,262,0.262,0,0.12670932625651
"e00fce680b66f0052c113d66","4/24/2025 17:18:06","c3po","cond",1745529483,23.97,0,262,0.262,0,0.12670932625651
"e00fce680b66f0052c113d66","4/24/2025 17:24:07","c3po","cond",1745529843,24.19,0,262,0.262,0,0.126120209451564
"e00fce680b66f0052c113d66","4/24/2025 17:30:10","c3po","cond",1745530202,23.8,0,262,0.262,0,0.127167811113329
"e00fce680b66f0052c113d66","4/24/2025 17:36:07","c3po","cond",1745530563,23.57,0,262,0.262,0,0.12779268202549
"e00fce680b66f0052c113d66","4/24/2025 17:42:10","c3po","cond",1745530922,23.81,0,262,0.262,0,0.127140762290491
"e00fce680b66f0052c113d66","4/24/2025 17:48:06","c3po","cond",1745531282,23.6,0,262,0.262,0,0.127710877387282
"e00fce680b66f0052c113d66","4/24/2025 17:54:08","c3po","cond",1745531643,23.62,0,262,0.262,0,0.127656391067271
"e00fce680b66f0052c113d66","4/24/2025 18:00:10","c3po","cond",1745532002,23.6,0,262,0.262,0,0.127710877387282
"e00fce680b66f0052c113d66","4/24/2025 18:06:06","c3po","cond",1745532363,23.41,0,262,0.262,0,0.128230501964916
"e00fce680b66f0052c113d66","4/24/2025 18:12:07","c3po","cond",1745532723,23.19,0,262,0.262,0,0.12883673666385
"e00fce680b66f0052c113d66","4/24/2025 18:18:10","c3po","cond",1745533082,23.19,0,262,0.262,0,0.12883673666385
"e00fce680b66f0052c113d66","4/24/2025 18:24:06","c3po","cond",1745533443,23.19,0,262,0.262,0,0.12883673666385
"e00fce680b66f0052c113d66","4/24/2025 18:30:06","c3po","cond",1745533803,23.06,0,262,0.262,0,0.129197289383975
"e00fce680b66f0052c113d66","4/24/2025 18:36:07","c3po","cond",1745534163,23.03,0,262,0.262,0,0.129280740494148
"e00fce680b66f0052c113d66","4/24/2025 18:42:07","c3po","cond",1745534523,23.01,0,262,0.262,0,0.129336426105013
"e00fce680b66f0052c113d66","4/24/2025 18:48:11","c3po","cond",1745534882,22.84,0,262,0.262,0,0.129811424603111
"e00fce680b66f0052c113d66","4/24/2025 18:54:12","c3po","cond",1745535242,22.82,0,262,0.262,0,0.129867504037688
"e00fce680b66f0052c113d66","4/24/2025 19:00:06","c3po","cond",1745535603,22.8,0,262,0.262,0,0.129923625146749
"e00fce680b66f0052c113d66","4/24/2025 19:06:06","c3po","cond",1745535963,22.77,0,262,0.262,0,0.130007885041858
"e00fce680b66f0052c113d66","4/24/2025 19:12:07","c3po","cond",1745536323,22.75,0,262,0.262,0,0.130064110520932
"e00fce680b66f0052c113d66","4/24/2025 19:18:06","c3po","cond",1745536682,22.56,0,262,0.262,0,0.130600344401324
"e00fce680b66f0052c113d66","4/24/2025 19:24:06","c3po","cond",1745537043,22.56,0,262,0.262,0,0.130600344401324
"e00fce680b66f0052c113d66","4/24/2025 19:30:07","c3po","cond",1745537403,22.55,0,262,0.262,0,0.130628672479331
"e00fce680b66f0052c113d66","4/24/2025 19:36:06","c3po","cond",1745537762,22.53,0,262,0.262,0,0.130685360325028
"e00fce680b66f0052c113d66","4/24/2025 19:42:06","c3po","cond",1745538123,22.38,0,262,0.262,0,0.131111870072618
"e00fce680b66f0052c113d66","4/24/2025 19:48:07","c3po","cond",1745538483,22.25,0,262,0.262,0,0.131483449990696
"e00fce680b66f0052c113d66","4/24/2025 19:54:07","c3po","cond",1745538843,22.25,0,262,0.262,0,0.131483449990696
"e00fce680b66f0052c113d66","4/24/2025 20:00:06","c3po","cond",1745539202,22.27,0,262,0.262,0,0.131426166194407
"e00fce680b66f0052c113d66","4/24/2025 20:06:06","c3po","cond",1745539563,22.25,0,262,0.262,0,0.131483449990696
"e00fce680b66f0052c113d66","4/24/2025 20:12:07","c3po","cond",1745539923,22.22,0,262,0.262,0,0.131569456121591
"e00fce680b66f0052c113d66","4/24/2025 20:18:07","c3po","cond",1745540283,22.05,0,262,0.262,0,0.132058654225536
"e00fce680b66f0052c113d66","4/24/2025 20:24:10","c3po","cond",1745540642,22.19,0,262,0.262,0,0.131655558906903
"e00fce680b66f0052c113d66","4/24/2025 20:30:06","c3po","cond",1745541002,22.33,0,262,0.262,0,0.131254571724193
"e00fce680b66f0052c113d66","4/24/2025 20:36:06","c3po","cond",1745541363,22.17,0,262,0.262,0,0.131713014533383
"e00fce680b66f0052c113d66","4/24/2025 20:42:07","c3po","cond",1745541723,22.15,0,262,0.262,0,0.131770513226523
"e00fce680b66f0052c113d66","4/24/2025 20:48:07","c3po","cond",1745542083,21.92,0,262,0.262,0,0.132434857813745
"e00fce680b66f0052c113d66","4/24/2025 20:54:06","c3po","cond",1745542442,21.75,0,262,0.262,0,0.132929598883359
"e00fce680b66f0052c113d66","4/24/2025 21:00:07","c3po","cond",1745542803,21.92,0,262,0.262,0,0.132434857813745
"e00fce680b66f0052c113d66","4/24/2025 21:06:06","c3po","cond",1745543162,21.77,0,262,0.262,0,0.132871229593392
"e00fce680b66f0052c113d66","4/24/2025 21:12:06","c3po","cond",1745543522,21.76,0,262,0.262,0,0.132900408741509
"e00fce680b66f0052c113d66","4/24/2025 21:18:07","c3po","cond",1745543883,21.74,0,262,0.262,0,0.132958800024556
"e00fce680b66f0052c113d66","4/24/2025 21:24:06","c3po","cond",1745544242,21.73,0,262,0.262,0,0.132988012170716
"e00fce680b66f0052c113d66","4/24/2025 21:30:12","c3po","cond",1745544602,21.7,0,262,0.262,0,0.133075714695198
"e00fce680b66f0052c113d66","4/24/2025 21:36:06","c3po","cond",1745544962,21.55,0,262,0.262,0,0.133515719074989
"e00fce680b66f0052c113d66","4/24/2025 21:42:07","c3po","cond",1745545323,21.55,0,262,0.262,0,0.133515719074989
"e00fce680b66f0052c113d66","4/24/2025 21:48:07","c3po","cond",1745545683,21.53,0,262,0.262,0,0.133574574817939
"e00fce680b66f0052c113d66","4/24/2025 21:54:07","c3po","cond",1745546043,21.5,0,262,0.262,0,0.133662941874747
"e00fce680b66f0052c113d66","4/24/2025 22:00:06","c3po","cond",1745546402,21.31,0,262,0.262,0,0.134224934719316
"e00fce680b66f0052c113d66","4/24/2025 22:06:11","c3po","cond",1745546762,21.3,0,262,0.262,0,0.134254625443859
"e00fce680b66f0052c113d66","4/24/2025 22:12:07","c3po","cond",1745547123,21.28,0,262,0.262,0,0.134314040665846
"e00fce680b66f0052c113d66","4/24/2025 22:18:06","c3po","cond",1745547482,21.27,0,262,0.262,0,0.134343765174856
"e00fce680b66f0052c113d66","4/24/2025 22:24:06","c3po","cond",1745547842,21.29,0,262,0.262,0,0.134284327424108
"e00fce680b66f0052c113d66","4/24/2025 22:30:12","c3po","cond",1745548202,21.29,0,262,0.262,0,0.134284327424108
"e00fce680b66f0052c113d66","4/24/2025 22:36:11","c3po","cond",1745548562,21.16,0,262,0.262,0,0.134671480072382
"e00fce680b66f0052c113d66","4/24/2025 22:42:11","c3po","cond",1745548922,21.17,0,262,0.262,0,0.134641631240457
"e00fce680b66f0052c113d66","4/24/2025 22:48:07","c3po","cond",1745549283,21.17,0,262,0.262,0,0.134641631240457
"e00fce680b66f0052c113d66","4/24/2025 22:54:06","c3po","cond",1745549642,21.03,0,262,0.262,0,0.135060548680954
"e00fce680b66f0052c113d66","4/24/2025 23:00:06","c3po","cond",1745550002,21.05,0,262,0.262,0,0.135000566750309
"e00fce680b66f0052c113d66","4/24/2025 23:06:07","c3po","cond",1745550362,21.02,0,262,0.262,0,0.135090556763032
"e00fce680b66f0052c113d66","4/24/2025 23:12:06","c3po","cond",1745550722,21.01,0,262,0.262,0,0.135120576264123
"e00fce680b66f0052c113d66","4/24/2025 23:18:06","c3po","cond",1745551082,21,0,262,0.262,0,0.135150607190115
"e00fce680b66f0052c113d66","4/24/2025 23:24:11","c3po","cond",1745551442,20.99,0,262,0.262,0,0.135180649546898
"e00fce680b66f0052c113d66","4/24/2025 23:30:06","c3po","cond",1745551802,20.97,0,262,0.262,0,0.135240768576424
"e00fce680b66f0052c113d66","4/24/2025 23:36:06","c3po","cond",1745552162,20.77,0,262,0.262,0,0.135844485358438
"e00fce680b66f0052c113d66","4/24/2025 23:42:06","c3po","cond",1745552522,20.75,0,262,0.262,0,0.135905110731264
"e00fce680b66f0052c113d66","4/24/2025 23:48:06","c3po","cond",1745552882,20.72,0,262,0.262,0,0.135996135650367
"e00fce680b66f0052c113d66","4/24/2025 23:54:06","c3po","cond",1745553242,20.71,0,262,0.262,0,0.136026500476675
"e00fce680b66f0052c113d66","4/25/2025 0:00:12","c3po","cond",1745553602,20.7,0,262,0.262,0,0.136056876906289
"e00fce680b66f0052c113d66","4/25/2025 0:06:06","c3po","cond",1745553962,20.53,0,262,0.262,0,0.136575057351277
"e00fce680b66f0052c113d66","4/25/2025 0:12:06","c3po","cond",1745554322,20.39,0,262,0.262,0,0.137004334397831
"e00fce680b66f0052c113d66","4/25/2025 0:18:07","c3po","cond",1745554683,20.41,0,262,0.262,0,0.136942867927234
"e00fce680b66f0052c113d66","4/25/2025 0:24:06","c3po","cond",1745555042,20.41,0,262,0.262,0,0.136942867927234
"e00fce680b66f0052c113d66","4/25/2025 0:30:06","c3po","cond",1745555402,20.4,0,262,0.262,0,0.136973595266858
"e00fce680b66f0052c113d66","4/25/2025 0:36:07","c3po","cond",1745555762,20.4,0,262,0.262,0,0.136973595266858
"e00fce680b66f0052c113d66","4/25/2025 0:42:07","c3po","cond",1745556123,20.27,0,262,0.262,0,0.137374125929804
"e00fce680b66f0052c113d66","4/25/2025 0:48:06","c3po","cond",1745556482,20.27,0,262,0.262,0,0.137374125929804
"e00fce680b66f0052c113d66","4/25/2025 0:54:06","c3po","cond",1745556842,20.12,0,262,0.262,0,0.137838770556067
"e00fce680b66f0052c113d66","4/25/2025 1:00:07","c3po","cond",1745557202,20.12,0,262,0.262,0,0.137838770556067
"e00fce680b66f0052c113d66","4/25/2025 1:06:07","c3po","cond",1745557563,20.13,0,262,0.262,0,0.1378077107286
"e00fce680b66f0052c113d66","4/25/2025 1:12:06","c3po","cond",1745557922,20.11,0,262,0.262,0,0.13786984234803
"e00fce680b66f0052c113d66","4/25/2025 1:18:06","c3po","cond",1745558282,20.1,0,262,0.262,0,0.13790092611073
"e00fce680b66f0052c113d66","4/25/2025 1:24:07","c3po","cond",1745558642,20.08,0,262,0.262,0,0.137963129573331
"e00fce680b66f0052c113d66","4/25/2025 1:30:06","c3po","cond",1745559002,20.07,0,262,0.262,0,0.137994249285739
"e00fce680b66f0052c113d66","4/25/2025 1:36:06","c3po","cond",1745559362,19.8,0,262,0.262,0,0.138839036516096
"e00fce680b66f0052c113d66","4/25/2025 1:42:06","c3po","cond",1745559722,19.81,0,262,0.262,0,0.138807590708053
"e00fce680b66f0052c113d66","4/25/2025 1:48:07","c3po","cond",1745560082,19.66,0,262,0.262,0,0.139280558197001
"e00fce680b66f0052c113d66","4/25/2025 1:54:11","c3po","cond",1745560443,19.64,0,262,0.262,0,0.139343828407173
"e00fce680b66f0052c113d66","4/25/2025 2:00:06","c3po","cond",1745560802,19.62,0,262,0.262,0,0.139407147692593
"e00fce680b66f0052c113d66","4/25/2025 2:06:07","c3po","cond",1745561163,19.62,0,262,0.262,0,0.139407147692593
"e00fce680b66f0052c113d66","4/25/2025 2:12:06","c3po","cond",1745561522,19.63,0,262,0.262,0,0.139375481912256
"e00fce680b66f0052c113d66","4/25/2025 2:18:06","c3po","cond",1745561882,19.61,0,262,0.262,0,0.13943882575463
"e00fce680b66f0052c113d66","4/25/2025 2:24:06","c3po","cond",1745562242,19.36,0,262,0.262,0,0.140234787802753
"e00fce680b66f0052c113d66","4/25/2025 2:30:07","c3po","cond",1745562602,19.37,0,262,0.262,0,0.140202800590471
"e00fce680b66f0052c113d66","4/25/2025 2:36:07","c3po","cond",1745562963,19.4,0,262,0.262,0,0.140106913592989
"e00fce680b66f0052c113d66","4/25/2025 2:42:06","c3po","cond",1745563322,19.4,0,262,0.262,0,0.140106913592989
"e00fce680b66f0052c113d66","4/25/2025 2:48:07","c3po","cond",1745563682,19.26,0,262,0.262,0,0.140555345805077
"e00fce680b66f0052c113d66","4/25/2025 2:54:07","c3po","cond",1745564043,19.28,0,262,0.262,0,0.140491134282422
"e00fce680b66f0052c113d66","4/25/2025 3:00:06","c3po","cond",1745564402,19.28,0,262,0.262,0,0.140491134282422
"e00fce680b66f0052c113d66","4/25/2025 3:06:06","c3po","cond",1745564762,19.31,0,262,0.262,0,0.140394910757814
"e00fce680b66f0052c113d66","4/25/2025 3:12:07","c3po","cond",1745565122,19.31,0,262,0.262,0,0.140394910757814
"e00fce680b66f0052c113d66","4/25/2025 3:18:07","c3po","cond",1745565483,19.15,0,262,0.262,0,0.140909405539143
"e00fce680b66f0052c113d66","4/25/2025 3:24:07","c3po","cond",1745565843,19.31,0,262,0.262,0,0.140394910757814
"e00fce680b66f0052c113d66","4/25/2025 3:30:06","c3po","cond",1745566202,19.17,0,262,0.262,0,0.140844917994985
"e00fce680b66f0052c113d66","4/25/2025 3:36:07","c3po","cond",1745566562,19.17,0,262,0.262,0,0.140844917994985
"e00fce680b66f0052c113d66","4/25/2025 3:42:07","c3po","cond",1745566923,19.16,0,262,0.262,0,0.14087715547561
"e00fce680b66f0052c113d66","4/25/2025 3:48:07","c3po","cond",1745567283,19.15,0,262,0.262,0,0.140909405539143
"e00fce680b66f0052c113d66","4/25/2025 3:54:07","c3po","cond",1745567642,19.14,0,262,0.262,0,0.140941668192234
"e00fce680b66f0052c113d66","4/25/2025 4:00:07","c3po","cond",1745568003,19.13,0,262,0.262,0,0.140973943441538
"e00fce680b66f0052c113d66","4/25/2025 4:06:07","c3po","cond",1745568363,19.13,0,262,0.262,0,0.140973943441538
"e00fce680b66f0052c113d66","4/25/2025 4:12:07","c3po","cond",1745568722,18.99,0,262,0.262,0,0.141427123271358
"e00fce680b66f0052c113d66","4/25/2025 4:18:07","c3po","cond",1745569083,19.15,0,262,0.262,0,0.140909405539143
"e00fce680b66f0052c113d66","4/25/2025 4:24:07","c3po","cond",1745569443,19.15,0,262,0.262,0,0.140909405539143
"e00fce680b66f0052c113d66","4/25/2025 4:30:07","c3po","cond",1745569802,19.17,0,262,0.262,0,0.140844917994985
"e00fce680b66f0052c113d66","4/25/2025 4:36:07","c3po","cond",1745570163,19.17,0,262,0.262,0,0.140844917994985
"e00fce680b66f0052c113d66","4/25/2025 4:42:07","c3po","cond",1745570523,19.16,0,262,0.262,0,0.14087715547561
"e00fce680b66f0052c113d66","4/25/2025 4:48:07","c3po","cond",1745570882,18.86,0,262,0.262,0,0.141850160979295
"e00fce680b66f0052c113d66","4/25/2025 4:54:07","c3po","cond",1745571242,18.85,0,262,0.262,0,0.141882791642424
"e00fce680b66f0052c113d66","4/25/2025 5:00:07","c3po","cond",1745571603,18.68,0,262,0.262,0,0.142439475513014
"e00fce680b66f0052c113d66","4/25/2025 5:06:07","c3po","cond",1745571963,18.7,0,262,0.262,0,0.142373790335701
"e00fce680b66f0052c113d66","4/25/2025 5:12:07","c3po","cond",1745572322,18.69,0,262,0.262,0,0.142406626474207
"e00fce680b66f0052c113d66","4/25/2025 5:18:07","c3po","cond",1745572683,18.71,0,262,0.262,0,0.14234096709064
"e00fce680b66f0052c113d66","4/25/2025 5:24:07","c3po","cond",1745573043,18.73,0,262,0.262,0,0.142275359253447
"e00fce680b66f0052c113d66","4/25/2025 5:30:07","c3po","cond",1745573403,18.74,0,262,0.262,0,0.142242574647624
"e00fce680b66f0052c113d66","4/25/2025 5:36:07","c3po","cond",1745573762,18.76,0,262,0.262,0,0.14217704402733
"e00fce680b66f0052c113d66","4/25/2025 5:42:07","c3po","cond",1745574123,18.77,0,262,0.262,0,0.142144297999196
"e00fce680b66f0052c113d66","4/25/2025 5:48:07","c3po","cond",1745574483,18.76,0,262,0.262,0,0.14217704402733
"e00fce680b66f0052c113d66","4/25/2025 5:54:07","c3po","cond",1745574843,18.77,0,262,0.262,0,0.142144297999196
"e00fce680b66f0052c113d66","4/25/2025 6:00:07","c3po","cond",1745575203,18.76,0,262,0.262,0,0.14217704402733
"e00fce680b66f0052c113d66","4/25/2025 6:06:07","c3po","cond",1745575563,18.9,0,262,0.262,0,0.141719766102528
"e00fce680b66f0052c113d66","4/25/2025 6:12:07","c3po","cond",1745575923,18.9,0,262,0.262,0,0.141719766102528
"e00fce680b66f0052c113d66","4/25/2025 6:18:08","c3po","cond",1745576283,18.88,0,262,0.262,0,0.141784937999315
"e00fce680b66f0052c113d66","4/25/2025 6:24:07","c3po","cond",1745576643,18.87,0,262,0.262,0,0.141817543100519
"e00fce680b66f0052c113d66","4/25/2025 6:30:07","c3po","cond",1745577003,18.86,0,262,0.262,0,0.141850160979295
"e00fce680b66f0052c113d66","4/25/2025 6:36:07","c3po","cond",1745577363,18.85,0,262,0.262,0,0.141882791642424
"e00fce680b66f0052c113d66","4/25/2025 6:42:06","c3po","cond",1745577722,18.87,0,262,0.262,0,0.141817543100519
"e00fce680b66f0052c113d66","4/25/2025 6:48:07","c3po","cond",1745578082,18.88,0,262,0.262,0,0.141784937999315
"e00fce680b66f0052c113d66","4/25/2025 6:54:07","c3po","cond",1745578442,18.9,0,262,0.262,0,0.141719766102528
"e00fce680b66f0052c113d66","4/25/2025 7:00:07","c3po","cond",1745578803,18.92,0,262,0.262,0,0.141654645234787
"e00fce680b66f0052c113d66","4/25/2025 7:06:07","c3po","cond",1745579163,19.16,0,262,0.262,0,0.14087715547561
"e00fce680b66f0052c113d66","4/25/2025 7:12:07","c3po","cond",1745579523,19.33,0,262,0.262,0,0.140330824170787
"e00fce680b66f0052c113d66","4/25/2025 7:18:06","c3po","cond",1745579882,19.49,0,262,0.262,0,0.139819922824199
"e00fce680b66f0052c113d66","4/25/2025 7:24:07","c3po","cond",1745580242,19.74,0,262,0.262,0,0.139027967080006
"e00fce680b66f0052c113d66","4/25/2025 7:30:07","c3po","cond",1745580602,19.9,0,262,0.262,0,0.138525124869506
"e00fce680b66f0052c113d66","4/25/2025 7:36:07","c3po","cond",1745580962,20.23,0,262,0.262,0,0.137497769130656
"e00fce680b66f0052c113d66","4/25/2025 7:42:07","c3po","cond",1745581323,20.43,0,262,0.262,0,0.136881448597533
"e00fce680b66f0052c113d66","4/25/2025 7:48:07","c3po","cond",1745581683,20.88,0,262,0.262,0,0.135511871592449
"e00fce680b66f0052c113d66","4/25/2025 7:54:06","c3po","cond",1745582042,20.88,0,262,0.262,0,0.135511871592449
"e00fce680b66f0052c113d66","4/25/2025 8:00:07","c3po","cond",1745582402,21.14,0,262,0.262,0,0.134731211753036
"e00fce680b66f0052c113d66","4/25/2025 8:06:07","c3po","cond",1745582762,21.12,0,262,0.262,0,0.134790988828344
"e00fce680b66f0052c113d66","4/25/2025 8:12:07","c3po","cond",1745583122,21.1,0,262,0.262,0,0.134850811345056
"e00fce680b66f0052c113d66","4/25/2025 8:18:07","c3po","cond",1745583483,21.34,0,262,0.262,0,0.134135930022164
"e00fce680b66f0052c113d66","4/25/2025 8:24:07","c3po","cond",1745583843,21.54,0,262,0.262,0,0.133545141387435
"e00fce680b66f0052c113d66","4/25/2025 8:30:07","c3po","cond",1745584203,21.56,0,262,0.262,0,0.133486307874912
"e00fce680b66f0052c113d66","4/25/2025 8:36:07","c3po","cond",1745584562,21.57,0,262,0.262,0,0.133456907781517
"e00fce680b66f0052c113d66","4/25/2025 8:42:07","c3po","cond",1745584922,21.86,0,262,0.262,0,0.132609111053967
"e00fce680b66f0052c113d66","4/25/2025 8:48:07","c3po","cond",1745585282,22.86,0,262,0.262,0,0.129755386801087
"e00fce680b66f0052c113d66","4/25/2025 8:54:07","c3po","cond",1745585643,25.32,0,262,0.262,0,0.123167414951419
