"Real_Time","Temp_C","Cond_uScm.1","Cond_uScm.cor","Cond_mScm","seaPressure","practicalSalinity"
1745533803,23.06,0,262,0.262,0,0.129197289383975
1745534163,23.03,0,262,0.262,0,0.129280740494148
1745534523,23.01,0,262,0.262,0,0.129336426105013
1745534882,22.84,0,262,0.262,0,0.129811424603111
1745535242,22.82,0,262,0.262,0,0.129867504037688
1745535603,22.8,0,262,0.262,0,0.129923625146749
1745535963,22.77,0,262,0.262,0,0.130007885041858
1745536323,22.75,0,262,0.262,0,0.130064110520932
1745536682,22.56,0,262,0.262,0,0.130600344401324
1745537043,22.56,0,262,0.262,0,0.130600344401324
1745537403,22.55,0,262,0.262,0,0.130628672479331
1745537762,22.53,0,262,0.262,0,0.130685360325028
1745538123,22.38,0,262,0.262,0,0.131111870072618
1745538483,22.25,0,262,0.262,0,0.131483449990696
1745538843,22.25,0,262,0.262,0,0.131483449990696
1745539202,22.27,0,262,0.262,0,0.131426166194407
1745539563,22.25,0,262,0.262,0,0.131483449990696
1745539923,22.22,0,262,0.262,0,0.131569456121591
1745540283,22.05,0,262,0.262,0,0.132058654225536
1745540642,22.19,0,262,0.262,0,0.131655558906903
1745541002,22.33,0,262,0.262,0,0.131254571724193
1745541363,22.17,0,262,0.262,0,0.131713014533383
1745541723,22.15,0,262,0.262,0,0.131770513226523
1745542083,21.92,0,262,0.262,0,0.132434857813745
1745542442,21.75,0,262,0.262,0,0.132929598883359
1745542803,21.92,0,262,0.262,0,0.132434857813745
1745543162,21.77,0,262,0.262,0,0.132871229593392
1745543522,21.76,0,262,0.262,0,0.132900408741509
1745543883,21.74,0,262,0.262,0,0.132958800024556
1745544242,21.73,0,262,0.262,0,0.132988012170716
1745544602,21.7,0,262,0.262,0,0.133075714695198
1745544962,21.55,0,262,0.262,0,0.133515719074989
1745545323,21.55,0,262,0.262,0,0.133515719074989
1745545683,21.53,0,262,0.262,0,0.133574574817939
1745546043,21.5,0,262,0.262,0,0.133662941874747
1745546402,21.31,0,262,0.262,0,0.134224934719316
1745546762,21.3,0,262,0.262,0,0.134254625443859
1745547123,21.28,0,262,0.262,0,0.134314040665846
1745547482,21.27,0,262,0.262,0,0.134343765174856
1745547842,21.29,0,262,0.262,0,0.134284327424108
1745548202,21.29,0,262,0.262,0,0.134284327424108
1745548562,21.16,0,262,0.262,0,0.134671480072382
1745548922,21.17,0,262,0.262,0,0.134641631240457
1745549283,21.17,0,262,0.262,0,0.134641631240457
1745549642,21.03,0,262,0.262,0,0.135060548680954
1745550002,21.05,0,262,0.262,0,0.135000566750309
1745550362,21.02,0,262,0.262,0,0.135090556763032
1745550722,21.01,0,262,0.262,0,0.135120576264123
1745551082,21,0,262,0.262,0,0.135150607190115
1745551442,20.99,0,262,0.262,0,0.135180649546898
1745551802,20.97,0,262,0.262,0,0.135240768576424
1745552162,20.77,0,262,0.262,0,0.135844485358438
1745552522,20.75,0,262,0.262,0,0.135905110731264
1745552882,20.72,0,262,0.262,0,0.135996135650367
1745553242,20.71,0,262,0.262,0,0.136026500476675
1745553602,20.7,0,262,0.262,0,0.136056876906289
1745553962,20.53,0,262,0.262,0,0.136575057351277
1745554322,20.39,0,262,0.262,0,0.137004334397831
1745554683,20.41,0,262,0.262,0,0.136942867927234
1745555042,20.41,0,262,0.262,0,0.136942867927234
1745555402,20.4,0,262,0.262,0,0.136973595266858
1745555762,20.4,0,262,0.262,0,0.136973595266858
1745556123,20.27,0,262,0.262,0,0.137374125929804
1745556482,20.27,0,262,0.262,0,0.137374125929804
1745556842,20.12,0,262,0.262,0,0.137838770556067
1745557202,20.12,0,262,0.262,0,0.137838770556067
1745557563,20.13,0,262,0.262,0,0.1378077107286
1745557922,20.11,0,262,0.262,0,0.13786984234803
1745558282,20.1,0,262,0.262,0,0.13790092611073
1745558642,20.08,0,262,0.262,0,0.137963129573331
1745559002,20.07,0,262,0.262,0,0.137994249285739
1745559362,19.8,0,262,0.262,0,0.138839036516096
1745559722,19.81,0,262,0.262,0,0.138807590708053
1745560082,19.66,0,262,0.262,0,0.139280558197001
1745560443,19.64,0,262,0.262,0,0.139343828407173
1745560802,19.62,0,262,0.262,0,0.139407147692593
1745561163,19.62,0,262,0.262,0,0.139407147692593
1745561522,19.63,0,262,0.262,0,0.139375481912256
1745561882,19.61,0,262,0.262,0,0.13943882575463
1745562242,19.36,0,262,0.262,0,0.140234787802753
1745562602,19.37,0,262,0.262,0,0.140202800590471
1745562963,19.4,0,262,0.262,0,0.140106913592989
1745563322,19.4,0,262,0.262,0,0.140106913592989
1745563682,19.26,0,262,0.262,0,0.140555345805077
1745564043,19.28,0,262,0.262,0,0.140491134282422
1745564402,19.28,0,262,0.262,0,0.140491134282422
1745564762,19.31,0,262,0.262,0,0.140394910757814
1745565122,19.31,0,262,0.262,0,0.140394910757814
1745565483,19.15,0,262,0.262,0,0.140909405539143
1745565843,19.31,0,262,0.262,0,0.140394910757814
1745566202,19.17,0,262,0.262,0,0.140844917994985
1745566562,19.17,0,262,0.262,0,0.140844917994985
1745566923,19.16,0,262,0.262,0,0.14087715547561
1745567283,19.15,0,262,0.262,0,0.140909405539143
1745567642,19.14,0,262,0.262,0,0.140941668192234
1745568003,19.13,0,262,0.262,0,0.140973943441538
1745568363,19.13,0,262,0.262,0,0.140973943441538
1745568722,18.99,0,262,0.262,0,0.141427123271358
1745569083,19.15,0,262,0.262,0,0.140909405539143
1745569443,19.15,0,262,0.262,0,0.140909405539143
1745569802,19.17,0,262,0.262,0,0.140844917994985
1745570163,19.17,0,262,0.262,0,0.140844917994985
1745570523,19.16,0,262,0.262,0,0.14087715547561
1745570882,18.86,0,262,0.262,0,0.141850160979295
1745571242,18.85,0,262,0.262,0,0.141882791642424
1745571603,18.68,0,262,0.262,0,0.142439475513014
1745571963,18.7,0,262,0.262,0,0.142373790335701
1745572322,18.69,0,262,0.262,0,0.142406626474207
1745572683,18.71,0,262,0.262,0,0.14234096709064
1745573043,18.73,0,262,0.262,0,0.142275359253447
1745573403,18.74,0,262,0.262,0,0.142242574647624
1745573762,18.76,0,262,0.262,0,0.14217704402733
1745574123,18.77,0,262,0.262,0,0.142144297999196
1745574483,18.76,0,262,0.262,0,0.14217704402733
1745574843,18.77,0,262,0.262,0,0.142144297999196
1745575203,18.76,0,262,0.262,0,0.14217704402733
1745575563,18.9,0,262,0.262,0,0.141719766102528
1745575923,18.9,0,262,0.262,0,0.141719766102528
1745576283,18.88,0,262,0.262,0,0.141784937999315
1745576643,18.87,0,262,0.262,0,0.141817543100519
1745577003,18.86,0,262,0.262,0,0.141850160979295
1745577363,18.85,0,262,0.262,0,0.141882791642424
1745577722,18.87,0,262,0.262,0,0.141817543100519
1745578082,18.88,0,262,0.262,0,0.141784937999315
1745578442,18.9,0,262,0.262,0,0.141719766102528
1745578803,18.92,0,262,0.262,0,0.141654645234787
1745579163,19.16,0,262,0.262,0,0.14087715547561
1745579523,19.33,0,262,0.262,0,0.140330824170787
1745579882,19.49,0,262,0.262,0,0.139819922824199
1745580242,19.74,0,262,0.262,0,0.139027967080006
1745580602,19.9,0,262,0.262,0,0.138525124869506
1745580962,20.23,0,262,0.262,0,0.137497769130656
1745581323,20.43,0,262,0.262,0,0.136881448597533
1745581683,20.88,0,262,0.262,0,0.135511871592449
1745582042,20.88,0,262,0.262,0,0.135511871592449
1745582402,21.14,0,262,0.262,0,0.134731211753036
1745582762,21.12,0,262,0.262,0,0.134790988828344
1745583122,21.1,0,262,0.262,0,0.134850811345056
1745583483,21.34,0,262,0.262,0,0.134135930022164
1745583843,21.54,0,262,0.262,0,0.133545141387435
1745584203,21.56,0,262,0.262,0,0.133486307874912
1745584562,21.57,0,262,0.262,0,0.133456907781517
1745584922,21.86,0,262,0.262,0,0.132609111053967
1745585282,22.86,0,262,0.262,0,0.129755386801087
1745585643,25.32,0,262,0.262,0,0.123167414951419
1745586003,26.29,0,262,0.262,0,0.120726737744262
1745586363,26.68,0,262,0.262,0,0.119768946073606
1745586722,27.42,0,262,0.262,0,0.117987436715728
1745587082,27.66,0,262,0.262,0,0.117419512897413
1745587442,27.83,0,262,0.262,0,0.117020103495098
1745587803,28.21,0,262,0.262,0,0.116135805361004
1745588163,26.66,0,262,0.262,0,0.119817742582778
1745588523,27.31,0,262,0.262,0,0.118249333489284
1745588882,27.51,0,262,0.262,0,0.117773906593528
1745589242,27.65,0,262,0.262,0,0.117443081415873
1745589602,27.17,0,262,0.262,0,0.118584121023132
1745589963,27.64,0,262,0.262,0,0.117466658164258
1745590323,27.82,0,262,0.262,0,0.117043532699144
1745590683,27.27,0,262,0.262,0,0.118344819315893
1745591043,27.28,0,262,0.262,0,0.118320935299601
1745591402,28.69,0,262,0.262,0,0.115035315461681
1745591762,28.47,0,262,0.262,0,0.115537440677839
1745592122,28.32,0,262,0.262,0,0.115881993633542
1745592483,28.7,0,262,0.262,0,0.115012582007723
1745592843,29.14,0,262,0.262,0,0.114020013233548
1745593203,28.47,0,262,0.262,0,0.115537440677839
1745593562,28.92,0,262,0.262,0,0.114514421346588
1745593922,28.9,0,262,0.262,0,0.114559553036825
1745594282,28.56,0,262,0.262,0,0.115331564851135
1745594643,28.09,0,262,0.262,0,0.116413797162844
1745595003,28.44,0,262,0.262,0,0.115606208343538
1745595362,28.58,0,262,0.262,0,0.115285901493517
1745595722,28.38,0,262,0.262,0,0.115743957861821
1745596082,28.36,0,262,0.262,0,0.115789937939968
1745596442,28.34,0,262,0.262,0,0.115835949853904
1745596803,28.55,0,262,0.262,0,0.115354408355077
1745597163,28.89,0,262,0.262,0,0.114582130520656
1745597523,28.87,0,262,0.262,0,0.114627308783846
1745597882,28.58,0,262,0.262,0,0.115285901493517
1745598242,29.04,0,262,0.262,0,0.114244281456201
1745598602,28.8,0,262,0.262,0,0.114785677688891
1745598963,29.25,0,262,0.262,0,0.113774204410648
1745599323,28.88,0,262,0.262,0,0.114604715768456
1745599683,28.88,0,262,0.262,0,0.114604715768456
1745600042,28.89,0,262,0.262,0,0.114582130520656
1745600402,29.35,0,262,0.262,0,0.113551543640963
1745600762,28.66,0,262,0.262,0,0.1151035628592
1745601122,28.94,0,262,0.262,0,0.114469320668805
1745601483,29.15,0,262,0.262,0,0.113997628677741
1745601843,28.06,0,262,0.262,0,0.116483476222116
1745602203,28.41,0,262,0.262,0,0.115675047371364
1745602562,27.5,0,262,0.262,0,0.117797598971297
1745602922,27.95,0,262,0.262,0,0.116739588436478
1745603282,28.24,0,262,0.262,0,0.11606648800858
1745603643,29.09,0,262,0.262,0,0.114132051195335
1745604003,28.62,0,262,0.262,0,0.115194669276056
1745604363,28.59,0,262,0.262,0,0.11526308163246
1745604722,28.45,0,262,0.262,0,0.115583277864138
1745605082,27.96,0,262,0.262,0,0.116716265014201
1745605442,27.8,0,262,0.262,0,0.117090415603086
1745605803,27.82,0,262,0.262,0,0.117043532699144
1745606162,27.82,0,262,0.262,0,0.117043532699144
1745606522,26.71,0,262,0.262,0,0.119695815943618
1745606882,27.73,0,262,0.262,0,0.117254763379034
1745607242,28.46,0,262,0.262,0,0.115560355310143
1745607603,28.76,0,262,0.262,0,0.114876345652401
1745607963,28.14,0,262,0.262,0,0.116297826559828
1745608322,27.07,0,262,0.262,0,0.118824264705219
1745608682,27.34,0,262,0.262,0,0.11817780695322
1745609042,27.02,0,262,0.262,0,0.118944653543223
1745609403,27.01,0,262,0.262,0,0.118968756735159
1745609763,26.87,0,262,0.262,0,0.119307094112114
1745610123,26.65,0,262,0.262,0,0.119842153776517
1745610482,26.62,0,262,0.262,0,0.119915439164005
1745610842,26.64,0,262,0.262,0,0.119866573601874
1745611202,26.45,0,262,0.262,0,0.120332195812568
1745611562,26.77,0,262,0.262,0,0.11954978795682
1745611922,26.48,0,262,0.262,0,0.120258468093713
1745612282,26.72,0,262,0.262,0,0.119671456452781
1745612643,26.53,0,262,0.262,0,0.120135762553475
1745613003,26.52,0,262,0.262,0,0.120160286281901
1745613363,26.2,0,262,0.262,0,0.120949654478775
1745613722,26.18,0,262,0.262,0,0.120999288446619
1745614082,26.62,0,262,0.262,0,0.119915439164005
1745614442,26.81,0,262,0.262,0,0.11945260766311
1745614802,25.96,0,262,0.262,0,0.121547600454123
1745615163,26.14,0,262,0.262,0,0.121098662363719
1745615523,26.13,0,262,0.262,0,0.121123527947323
1745615883,26.12,0,262,0.262,0,0.121148402381194
1745616242,25.8,0,262,0.262,0,0.121949082895798
1745616602,25.78,0,262,0.262,0,0.121999429703548
1745616962,25.39,0,262,0.262,0,0.122988432336738
1745617323,25.08,0,262,0.262,0,0.12378450336937
1745617683,25.25,0,262,0.262,0,0.123346848608881
1745618043,25.24,0,262,0.262,0,0.12337251889821
1745618403,25.22,0,262,0.262,0,0.123423887204189
1745618762,25.2,0,262,0.262,0,0.123475292510023
1745619122,25,0,262,0.262,0,0.123991388534984
1745619482,24.69,0,262,0.262,0,0.124798741941525
1745619843,24.68,0,262,0.262,0,0.124824936748783
1745620203,24.55,0,262,0.262,0,0.12516633525604
1745620563,24.39,0,262,0.262,0,0.125588736791496
1745620922,24.72,0,262,0.262,0,0.124720214460575
1745621282,24.31,0,262,0.262,0,0.125800861261415
1745621642,24.31,0,262,0.262,0,0.125800861261415
1745622003,24.13,0,262,0.262,0,0.12628040845829
1745622363,24.13,0,262,0.262,0,0.12628040845829
1745622723,24.12,0,262,0.262,0,0.126307142421495
1745623082,24.61,0,262,0.262,0,0.125008566602884
1745623442,24.63,0,262,0.262,0,0.124956053347215
1745623802,24.49,0,262,0.262,0,0.125324448028108
1745624163,24.47,0,262,0.262,0,0.125377228932255
1745624523,24.24,0,262,0.262,0,0.125986977903701
1745624883,24.23,0,262,0.262,0,0.12601360478175
1745625243,24.2,0,262,0.262,0,0.126093543700858
1745625602,24.06,0,262,0.262,0,0.126467751412963
1745625962,24.05,0,262,0.262,0,0.126494553825446
1745626322,23.87,0,262,0.262,0,0.126978677401424
1745626682,23.86,0,262,0.262,0,0.12700566680659
1745627043,23.89,0,262,0.262,0,0.126924728243397
1745627403,23.88,0,262,0.262,0,0.126951697881995
1745627763,23.87,0,262,0.262,0,0.126978677401424
1745628122,23.67,0,262,0.262,0,0.127520350345346
1745628482,23.88,0,262,0.262,0,0.126951697881995
1745628842,23.71,0,262,0.262,0,0.12741169751961
1745629203,23.71,0,262,0.262,0,0.12741169751961
1745629563,23.71,0,262,0.262,0,0.12741169751961
1745629923,23.71,0,262,0.262,0,0.12741169751961
1745630282,23.69,0,262,0.262,0,0.127466003983253
1745630642,23.67,0,262,0.262,0,0.127520350345346
1745631002,23.51,0,262,0.262,0,0.127956562366511
1745631363,23.51,0,262,0.262,0,0.127956562366511
1745631723,23.51,0,262,0.262,0,0.127956562366511
1745632083,23.51,0,262,0.262,0,0.127956562366511
1745632442,23.51,0,262,0.262,0,0.127956562366511
1745632802,23.49,0,262,0.262,0,0.128011269609293
1745633162,23.47,0,262,0.262,0,0.12806601715025
1745633522,23.25,0,262,0.262,0,0.128670911327812
1745633883,23.23,0,262,0.262,0,0.128726145600809
1745634243,23.22,0,262,0.262,0,0.128753778044269
1745634603,23.21,0,262,0.262,0,0.128781420699185
1745634962,23.19,0,262,0.262,0,0.12883673666385
1745635322,23.05,0,262,0.262,0,0.129225096120113
1745635682,23.06,0,262,0.262,0,0.129197289383975
1745636042,23.05,0,262,0.262,0,0.129225096120113
1745636402,23.04,0,262,0.262,0,0.129252913155114
1745636763,23.04,0,262,0.262,0,0.129252913155114
1745637123,23.04,0,262,0.262,0,0.129252913155114
1745637483,23.01,0,262,0.262,0,0.129336426105013
1745637842,22.99,0,262,0.262,0,0.129392152994141
1745638202,22.98,0,262,0.262,0,0.129420031931015
1745638562,22.97,0,262,0.262,0,0.129447921203015
1745638923,22.95,0,262,0.262,0,0.129503730773172
1745639283,22.95,0,262,0.262,0,0.129503730773172
1745639643,22.94,0,262,0.262,0,0.129531651081725
1745640002,22.93,0,262,0.262,0,0.1295595817462
1745640362,22.92,0,262,0.262,0,0.129587522771802
1745640722,22.91,0,262,0.262,0,0.129615474163741
1745641083,22.9,0,262,0.262,0,0.129643435927232
1745641443,22.61,0,262,0.262,0,0.130458862246467
1745641803,22.18,0,262,0.262,0,0.131684281339543
1745642163,22.17,0,262,0.262,0,0.131713014533383
1745642522,22.19,0,262,0.262,0,0.131655558906903
1745642882,22.21,0,262,0.262,0,0.131598146303382
1745643242,22.37,0,262,0.262,0,0.131140389076057
1745643603,22.38,0,262,0.262,0,0.131111870072618
1745643963,22.39,0,262,0.262,0,0.131083361721821
1745644323,22.41,0,262,0.262,0,0.131026376956591
1745644683,22.4,0,262,0.262,0,0.131054864018274
1745645042,22.2,0,262,0.262,0,0.131626847230002
1745645402,22.05,0,262,0.262,0,0.132058654225536
1745645762,22.03,0,262,0.262,0,0.132116412239471
1745646122,21.88,0,262,0.262,0,0.13255098294877
1745646483,21.9,0,262,0.262,0,0.132492898550202
1745646843,22.17,0,262,0.262,0,0.131713014533383
1745647203,22.34,0,262,0.262,0,0.131226010056198
1745647562,22.34,0,262,0.262,0,0.131226010056198
1745647922,22.35,0,262,0.262,0,0.131197459062447
1745648282,22.19,0,262,0.262,0,0.131655558906903
1745648643,22.17,0,262,0.262,0,0.131713014533383
1745649003,22,0,262,0.262,0,0.132203130600659
1745649362,22.01,0,262,0.262,0,0.132174213627534
1745649722,22.03,0,262,0.262,0,0.132116412239471
1745650083,22.05,0,262,0.262,0,0.132058654225536
1745650443,22.07,0,262,0.262,0,0.132000939541638
1745650803,22.06,0,262,0.262,0,0.132029791470086
1745651162,21.88,0,262,0.262,0,0.13255098294877
1745651523,21.88,0,262,0.262,0,0.13255098294877
1745651883,21.9,0,262,0.262,0,0.132492898550202
1745652242,21.91,0,262,0.262,0,0.13246387272699
1745652602,21.89,0,262,0.262,0,0.132521935288941
1745652962,21.89,0,262,0.262,0,0.132521935288941
1745653323,21.87,0,262,0.262,0,0.132580041535255
1745653683,21.85,0,262,0.262,0,0.132638191510479
1745654043,21.71,0,262,0.262,0,0.133046469500411
1745654402,21.73,0,262,0.262,0,0.132988012170716
1745654762,21.75,0,262,0.262,0,0.132929598883359
1745655122,21.78,0,262,0.262,0,0.132842061433399
1745655483,21.91,0,262,0.262,0,0.13246387272699
1745655843,21.9,0,262,0.262,0,0.132492898550202
1745656203,21.88,0,262,0.262,0,0.13255098294877
1745656562,21.73,0,262,0.262,0,0.132988012170716
1745656922,21.73,0,262,0.262,0,0.132988012170716
1745657283,21.73,0,262,0.262,0,0.132988012170716
1745657642,21.73,0,262,0.262,0,0.132988012170716
1745658002,21.74,0,262,0.262,0,0.132958800024556
1745658362,21.74,0,262,0.262,0,0.132958800024556
1745658723,21.74,0,262,0.262,0,0.132958800024556
1745659083,21.76,0,262,0.262,0,0.132900408741509
1745659443,21.78,0,262,0.262,0,0.132842061433399
1745659802,21.93,0,262,0.262,0,0.132405853804912
1745660162,21.94,0,262,0.262,0,0.132376860694938
1745660522,21.94,0,262,0.262,0,0.132376860694938
1745660882,21.93,0,262,0.262,0,0.132405853804912
1745661243,21.94,0,262,0.262,0,0.132376860694938
1745661603,21.93,0,262,0.262,0,0.132405853804912
1745661963,21.92,0,262,0.262,0,0.132434857813745
1745662322,21.9,0,262,0.262,0,0.132492898550202
1745662682,21.9,0,262,0.262,0,0.132492898550202
1745663042,21.89,0,262,0.262,0,0.132521935288941
1745663403,21.9,0,262,0.262,0,0.132492898550202
1745663763,21.91,0,262,0.262,0,0.13246387272699
1745664123,21.94,0,262,0.262,0,0.132376860694938
1745664482,21.97,0,262,0.262,0,0.132289946702702
1745664842,22.1,0,262,0.262,0,0.131914448663294
1745665202,22.12,0,262,0.262,0,0.131856842111951
1745665562,22.29,0,262,0.262,0,0.131368925246833
1745665923,22.3,0,262,0.262,0,0.131340320827742
1745666283,22.32,0,262,0.262,0,0.131283144071839
1745666643,22.34,0,262,0.262,0,0.131226010056198
1745667002,22.56,0,262,0.262,0,0.130600344401324
1745667362,22.58,0,262,0.262,0,0.130543719908327
1745667722,22.79,0,262,0.262,0,0.12995170134233
1745668083,22.92,0,262,0.262,0,0.129587522771802
1745668443,23.11,0,262,0.262,0,0.129058410005465
1745668803,23.45,0,262,0.262,0,0.128120805029631
1745669162,23.63,0,262,0.262,0,0.127629162923928
1745669522,23.99,0,262,0.262,0,0.126655574225439
1745669882,24,0,262,0.262,0,0.126628712952903
1745670243,24.17,0,262,0.262,0,0.126173570148346
1745670603,24.04,0,262,0.262,0,0.126521366035787
1745670963,24.2,0,262,0.262,0,0.126093543700858
1745671322,24.23,0,262,0.262,0,0.12601360478175
1745671683,24.73,0,262,0.262,0,0.124694057598327
1745672042,25.38,0,262,0.262,0,0.12301397372512
1745672402,26.02,0,262,0.262,0,0.121397634425943
1745672762,26.57,0,262,0.262,0,0.120037754412767
1745673122,26.94,0,262,0.262,0,0.119137716863932
1745673483,26.96,0,262,0.262,0,0.119089400039211
1745673843,26.59,0,262,0.262,0,0.119988802347922
1745674203,27.44,0,262,0.262,0,0.117939927437407
1745674562,28.59,0,262,0.262,0,0.11526308163246
1745674922,28.94,0,262,0.262,0,0.114469320668805
1745675282,28.75,0,262,0.262,0,0.114899032162237
1745675643,29.12,0,262,0.262,0,0.114064805370995
1745676003,28.95,0,262,0.262,0,0.114446781950549
1745676363,29.1,0,262,0.262,0,0.114109628233366
1745676722,29.51,0,262,0.262,0,0.113196865666947
1745677082,29.35,0,262,0.262,0,0.113551543640963
1745677442,29.51,0,262,0.262,0,0.113196865666947
1745677803,29.5,0,262,0.262,0,0.113218976315596
1745678163,29.37,0,262,0.262,0,0.113507102795219
1745678523,29.83,0,262,0.262,0,0.112493288890982
1745678882,30.27,0,262,0.262,0,0.111538275866879
1745679242,30.26,0,262,0.262,0,0.111559823021629
1745679602,30.46,0,262,0.262,0,0.111130260054001
1745679963,30.08,0,262,0.262,0,0.111948921160516
1745680323,30.64,0,262,0.262,0,0.110746123629601
1745680683,29.99,0,262,0.262,0,0.112144361744095
1745681042,30.15,0,262,0.262,0,0.111797323413474
1745681402,30.57,0,262,0.262,0,0.110895233246695
1745681762,29.76,0,262,0.262,0,0.11264654202793
1745682122,29.61,0,262,0.262,0,0.112976173495345
1745682483,30.36,0,262,0.262,0,0.111344678845667
1745682843,29.62,0,262,0.262,0,0.112954145633064
1745683202,30.31,0,262,0.262,0,0.111452160052703
1745683562,30.32,0,262,0.262,0,0.111430649283678
1745683922,30.48,0,262,0.262,0,0.111087463049767
1745684283,30.65,0,262,0.262,0,0.110724850927924
1745684643,29.95,0,262,0.262,0,0.112231415910588
1745685003,31.32,0,262,0.262,0,0.109315724105979
1745685362,30.72,0,262,0.262,0,0.110576142263771
1745685722,30.5,0,262,0.262,0,0.111044694901837
1745686082,30.09,0,262,0.262,0,0.111927242323528
1745686443,30.08,0,262,0.262,0,0.111948921160516
1745686803,29.07,0,262,0.262,0,0.114176920198729
1745687163,29.06,0,262,0.262,0,0.114199366247318
1745687522,29.93,0,262,0.262,0,0.112274987330711
1745687882,28.59,0,262,0.262,0,0.11526308163246
1745688242,28.78,0,262,0.262,0,0.114830996062773
1745688603,28.78,0,262,0.262,0,0.114830996062773
1745688963,28.17,0,262,0.262,0,0.11622834072866
1745689323,28.41,0,262,0.262,0,0.115675047371364
1745689682,28.23,0,262,0.262,0,0.116089585783754
1745690042,27.97,0,262,0.262,0,0.116692949702126
1745690402,27.95,0,262,0.262,0,0.116739588436478
1745690763,27.94,0,262,0.262,0,0.116762919972785
1745691123,28.1,0,262,0.262,0,0.116390586936118
1745691482,28.54,0,262,0.262,0,0.115377259747366
